13A977,0.020012685,1236.13,0,NO,39.209531753,-4,-17,-17.71254739,39,12,34.314310338,CIUDAD REAL,ROBLEDO EL
13A978,0.021190101,1237.49,0,NO,39.199427067,-4,-17,-7.157956483,39,11,57.937440029,CIUDAD REAL,ROBLEDO EL
13A979,0.023921549,1256.21,0,NO,39.176196855,-4,-17,-13.68547735,39,10,34.308678626,CIUDAD REAL,PORZUNA
13A980,0.024342573,1255.46,0,NO,39.166656171,-4,-16,-21.95003355,39,9,59.962215318,CIUDAD REAL,PORZUNA
13A981,0.020173744,1235.4,0,NO,39.161852602,-4,-15,-43.41849717,39,9,42.669366916,CIUDAD REAL,PORZUNA
13A982,0.027296093,1269.23,0,NO,39.160499064,-4,-14,-29.40160904,39,9,37.796630345,CIUDAD REAL,PORZUNA
13A983,0.024370886,1255.67,0,NO,39.156485943,-4,-14,-3.495490575,39,9,23.349395898,CIUDAD REAL,PORZUNA
13A984,0.021651668,1241.65,0,NO,39.147684195,-4,-13,-28.24904032,39,8,51.663103661,CIUDAD REAL,PORZUNA
13A993,0.026165589,1262.29,50,NO,39.158357109,-4,-3,-55.27963778,39,9,30.085593697,CIUDAD REAL,MALAGON
13A994,0.023636258,1249.44,25,NO,39.158068082,-4,-1,-5.668304619,39,9,29.045093584,CIUDAD REAL,MALAGON
13A995,0.021422184,1241.55,20,NO,39.174204341,-4,-7,-20.10576089,39,10,27.135628196,CIUDAD REAL,PORZUNA
13A996,0.022204984,1236.38,50,NO,39.185901924,-4,-1,-35.55549365,39,11,9.2469279437,CIUDAD REAL,MALAGON
13A998,0.027804308,1274.96,0,NO,39.188626344,-4,-8,-56.51881441,39,11,19.054836988,CIUDAD REAL,PORZUNA
13A999,0.024754882,1261.72,0,NO,39.18802971,-4,-9,-11.40415124,39,11,16.906957761,CIUDAD REAL,PORZUNA
13AA00,0.117455815,1296.29,0,YES,39.203948535,-4,-10,-13.32336246,39,12,14.214724276,CIUDAD REAL,PORZUNA
13AA01,0.024907016,1260.2,0,NO,39.204221467,-4,-10,-34.57328456,39,12,15.197281508,CIUDAD REAL,PORZUNA
13AA02,0.030627337,431.59,0,NO,39.215606242,-4,-10,-19.93256206,39,12,56.182471481,CIUDAD REAL,PORZUNA
13AA03,0.023137679,1252.22,0,NO,39.242622448,-4,-11,-6.381091742,39,14,33.440811047,CIUDAD REAL,PORZUNA
13AA04,0.023655189,1254.65,0,NO,39.283967651,-4,-5,-24.38375127,39,17,2.2835427716,CIUDAD REAL,MALAGON
13AA05,0.020293681,1235.46,0,NO,39.285403836,-4,-5,-59.02838538,39,17,7.4538094917,CIUDAD REAL,MALAGON
13AA06,0.02236316,1236.46,0,NO,39.267589312,-4,-7,-25.56077322,39,16,3.3215246463,CIUDAD REAL,MALAGON
13AA07,0.045763707,144,0,NO,39.256708435,-4,-11,-28.77189424,39,15,24.150367179,CIUDAD REAL,PORZUNA
13AA08,0.023371858,1250.83,0,NO,39.263269392,-4,-11,-34.76290652,39,15,47.769809729,CIUDAD REAL,PORZUNA
13AA09,0.022431913,1248.16,0,NO,39.32088932,-4,0,-20.64489779,39,19,15.201550406,CIUDAD REAL,CORTIJOS LOS
13AA10,0.018767122,1228.15,0,NO,39.331006674,-4,0,-4.79011677,39,19,51.624027578,CIUDAD REAL,CORTIJOS LOS
13AA11,0.051130991,1262.66,20,NO,39.312057319,-4,-3,-11.09984798,39,18,43.406349349,CIUDAD REAL,CORTIJOS LOS
13AA13,0.02975573,1277.99,0,NO,39.033084812,-4,-12,-44.78607105,39,1,59.105322871,CIUDAD REAL,PIEDRABUENA
13AA14,0.020511329,1235.56,0,NO,39.037392392,-4,-13,-6.355058502,39,2,14.612609913,CIUDAD REAL,PIEDRABUENA
13AA16,0.024148614,1256.31,0,NO,39.023565765,-4,-12,-32.05224721,39,1,24.836752587,CIUDAD REAL,PIEDRABUENA
13AA17,0.02260448,1249.75,0,NO,39.027450217,-4,-13,-6.347041955,39,1,38.820782687,CIUDAD REAL,PIEDRABUENA
13AA18,0.053298282,1266.85,0,NO,39.025916905,-4,-12,-57.40772514,39,1,33.300859015,CIUDAD REAL,PIEDRABUENA
13AA19,0.048658343,133.38,0,NO,39.013799882,-4,-13,-45.05196782,39,0,49.679576897,CIUDAD REAL,PIEDRABUENA
13AA23,0.024098471,1257.01,0,NO,39.038750666,-4,-31,-57.17683509,39,2,19.5023973,CIUDAD REAL,PUEBLA DE DON RODRIGO
13AA27,0.02262592,1245.96,25,NO,38.988654384,-4,-5,-38.51478175,38,59,19.155782157,CIUDAD REAL,ALCOLEA DE CALATRAVA
13AA29,0.022859285,1251.36,0,NO,38.976036582,-3,-56,-59.82740412,38,58,33.731694214,CIUDAD REAL,CIUDAD REAL
13AA31,0.020395926,1236.31,20,NO,38.974025504,-3,-57,-12.77097621,38,58,26.491815168,CIUDAD REAL,CIUDAD REAL
13AA32,0.023453714,1253.83,0,NO,38.976120336,-3,-57,-19.43339019,38,58,34.033209177,CIUDAD REAL,CIUDAD REAL
13AA33,0.035004523,1308.13,0,NO,38.964263102,-3,-56,-32.26015422,38,57,51.347166525,CIUDAD REAL,CIUDAD REAL
13AA34,0.026254226,1265.6,0,NO,38.965284053,-3,-56,-57.24110408,38,57,55.022590645,CIUDAD REAL,CIUDAD REAL
13AA36,0.027926208,1277.34,20,NO,38.967020408,-3,-58,-5.211535196,38,58,1.2734686346,CIUDAD REAL,CIUDAD REAL
13AA37,0.024493331,1261.62,0,NO,38.977737699,-3,-58,-7.562039369,38,58,39.855716341,CIUDAD REAL,CIUDAD REAL
13AA38,0.06640237,216.84,20,NO,38.965326482,-3,-59,-5.011271794,38,57,55.175336006,CIUDAD REAL,CIUDAD REAL
