MTTO. MADRID CAPITAL,28SRT0,-3.64324,40.4456,MADRID,MADRID
MTTO. MADRID CAPITAL,28C721,-3.66582,40.3901,MADRID,MADRID
MTTO. MADRID CAPITAL,28S531,-3.63178,40.4321,MADRID,MADRID
MTTO. ILLESCAS,45CG01,-3.90316,40.0928,TOLEDO,CEDILLO DEL CONDADO
MTTO. MADRID CAPITAL,28C762,-3.6702,40.3861,MADRID,MADRID
MTTO. MADRID CAPITAL,28CB96,-3.65027,40.441,MADRID,MADRID
MTTO. ILLESCAS,45CX82,-4.18807,40.2521,TOLEDO,MENTRIDA
MTTO. MADRID CAPITAL,28SH27,-3.70568,40.4139,MADRID,MADRID
MTTO. MADRID CAPITAL,28SK17,-3.7087,40.4305,MADRID,MADRID
MTTO. CIUDAD REAL,13C835,-3.91547,38.9857,CIUDAD REAL,CIUDAD REAL
MTTO. MADRID CAPITAL,28S717,-3.69618,40.3985,MADRID,MADRID
MTTO. ILLESCAS,45CCE7,-3.68092,40.0336,TOLEDO,BOROX
MTTO. SEGOVIA,40C145,-4.21168,40.7757,SEGOVIA,ESPINAR EL
MTTO. ILLESCAS,45CG21,-3.87383,40.0901,TOLEDO,YUNCOS
MTTO. MADRID CAPITAL,28SB33,-3.64624,40.456,MADRID,MADRID
MTTO. MADRID CAPITAL,28S434,-3.60882,40.4365,MADRID,MADRID
MTTO. MADRID CAPITAL,28S682,-3.64381,40.4356,MADRID,MADRID
MTTO. MADRID CAPITAL,28CL89,-3.64887,40.4248,MADRID,MADRID
MTTO. MADRID CAPITAL,28SW98,-3.6862,40.3481,MADRID,MADRID
MTTO. MADRID CAPITAL,28SE68,-3.69817,40.4127,MADRID,MADRID
MTTO. MADRID PROVINCIA,28CZ37,-3.38238,40.474,MADRID,ALCALA DE HENARES
MTTO. MADRID CAPITAL,28CF66,-3.61976,40.3786,MADRID,MADRID
MTTO. MADRID CAPITAL,28CG76,-3.64444,40.4022,MADRID,MADRID
MTTO. SEGOVIA,40C948,-4.19342,40.714,SEGOVIA,ESPINAR EL
MTTO. MADRID PROVINCIA,28CLE2,-3.2577,40.3505,MADRID,NUEVO BAZTAN
MTTO. MADRID CAPITAL,28CB58,-3.6571,40.4587,MADRID,MADRID
MTTO. MADRID CAPITAL,28S679,-3.65822,40.4261,MADRID,MADRID
