ESCALONA DEL PRADO,SEGOVIA,-4.12083333333333,41.1666,3,0,0
ESCAMILLA,GUADALAJARA,-2.56327,40.5483,1,0,0
ESCARABAJOSA DE CABEZAS,SEGOVIA,-4.194205,41.10315,2,0,0
ESCARICHE,GUADALAJARA,-3.05514666666667,40.4077333333333,3,0,0
ESCOBAR DE POLENDOS,SEGOVIA,-4.11368,41.097,5,0,0
ESCOPETE,GUADALAJARA,-3.006945,40.41925,2,0,0
ESGOS,OURENSE,-7.70051,42.329892,25,0,0
ESPADANYEDO,ZAMORA,-6.408435,42.11515,6,0,0
ESPINAR EL,SEGOVIA,-4.22249069767442,40.7379968992248,129,0,0
ESPIRDO,SEGOVIA,-4.07048565217391,40.9957,23,0,0
ESPLEGARES,GUADALAJARA,-2.37176,40.8567,1,0,0
ESQUIVIAS,TOLEDO,-3.76694527272727,40.1022690909091,55,0,0
ESTABLES,GUADALAJARA,-2.015415,41.0161,2,0,0
ESTRADA A,PONTEVEDRA,-8.46468129554655,42.6965975708502,247,0,0
FABERO,LEON,-6.62275192307692,42.7718538461538,26,0,0
FENE,A CORUNYA,-8.17146697368421,43.4641368421053,76,0,0
FERNAN CABALLERO,CIUDAD REAL,-3.91014736842105,39.1321210526316,19,0,0
